Protein.Names	DMSO_01	DMSO_02	DMSO_03	DMSO_04	DMSO_05	DMSO_06	DMSO_07	DMSO_08	DMSO_09	DMSO_10	DMSO_11	DMSO_12	IHK44_100nM_01	IHK44_100nM_02	IHK44_100nM_03	IHK44_100nM_04	IHK44_100nM_05	IHK44_100nM_06	IHK44_125nM_01	IHK44_125nM_02	IHK44_125nM_03	IHK44_125nM_04	IHK44_125nM_05	IHK44_125nM_06	IHK44_150nM_01	IHK44_150nM_02	IHK44_150nM_03	IHK44_150nM_04	IHK44_150nM_05	IHK44_150nM_06
LYSC_HUMAN	6657.79	26065.3	8540.13	NA	NA	NA	6392.02	12887.8	7283.27	7589.3	NA	NA	13966.6	12118.8	7671.74	NA	6832.5	9595.77	6388.78	NA	5179.83	2401.36	4509.02	4331.81	6939.63	7835.49	24505.5	8068.02	4619.29	8692.13
LZIC_HUMAN	12385.9	10057.5	10248.9	10635.7	10884.5	12044.5	10227.6	8749.1	9372.53	8459.02	7689.89	5396.23	10801	7921.32	8396.61	12352.2	8507.71	7509.57	10030.7	7168.68	4673.32	6489.48	7313.37	4902.53	10814.1	9960.63	10439.1	9644.12	9829.05	8568.69
LZTR1_HUMAN	3271.57	1798.51	3107.45	1856	1447.97	2245.44	2735.53	2602.84	2441.8	3085.31	3548.96	3574.78	2112.24	2536.71	2260.27	1276.41	2086.22	1674.33	1633.74	3358.46	3632.07	2233.87	3674.86	862.084	3906.49	3155.61	2421.26	NA	2187.75	NA
LZTS2_HUMAN	6513.47	4261.18	5160.39	5219.28	4725.43	4549.41	6638.15	5110.02	5534.1	5486.49	4762.43	5734.83	4277.27	3692.17	3239.51	4126.29	4293.15	4085.18	4033.05	5027.09	2001.55	3718.45	3731.22	4025.99	4720.67	3885.87	5112.17	2887.16	3892.4	3537.52
M18BP_HUMAN	11122.8	10832.9	8824.94	10976.3	9710.4	9879.71	10645	12998.1	12948.8	11742.9	11225.9	10580.3	9924.23	10447.6	10151.2	9946.93	11935.8	9998.67	10408.3	11444.2	9393.97	10544.3	9974.64	9347.98	11613.7	10807.3	12529	11207.2	11361	10776.2
M2OM_HUMAN	26039.9	18774.1	23525.2	18176.3	15207	16871.8	20957.3	22485.9	21383.1	21673.7	15120.8	20859	20900	20951	20130.9	17166.3	20104.9	16579.5	19655.4	20931.3	13171.2	18005.8	15182.3	16081.2	24600.2	22432.7	19645.9	19117.5	18922.2	19342
M3K1_HUMAN	1308.5	1169.94	1265.46	932.071	1391.06	1604.89	871.392	1980.03	1479.52	1589.84	866.669	1229.72	1557.04	2351.42	1601.49	1278.79	1624.52	1903.77	1765.35	1897.07	1720.19	2346.48	2693.34	2239.82	1963.09	1953.61	1325.1	1768.14	1528.06	1842.81
M3K20_HUMAN	17575.5	18826.2	18002.4	20988.3	20704.1	18919.1	21028.3	16774.2	19289.5	19219.1	18452.5	19590.1	19147.6	15352.7	22311.6	18021.4	18274.5	19004.1	18774.6	18050.2	16853.8	15179	16696.7	15072.5	17524	19129.1	17218.7	18746.5	18369	15609.4
M3K4_HUMAN	20487.5	20619	19625.6	19762.8	19983.2	21410.5	21541.6	20656.8	23185	18763.7	18096.3	18888.8	24220.5	22048.3	26526.6	23917.4	21159.5	22106.2	25644.8	20969.8	19696.3	22956.4	21763.7	22133.4	19604.5	21664.4	23059.7	21365.9	21766.6	18730.8
M3K7_HUMAN	4928.02	4846.93	5140.88	3378.78	3385.3	4472.86	4947.24	5350.97	3765.26	5714.45	3647.75	4841.64	5760.92	4401.93	4532.18	4512.67	4734.07	5077.49	4100.65	5572.62	4907.74	4559.49	4983.37	4686.83	4765.29	4586.33	4828.62	5275.71	3788.59	5152.46
M4K3_HUMAN	10348.1	11242	13057.2	12838.4	10718.3	9875.01	10779.4	12701.3	11641.4	11322.7	10508.9	11992.7	10734.7	12207.8	12416.2	11727.2	9814.28	10537.9	10960	11402.7	11910.9	13071.2	12380.2	10764.9	10761.6	9842.52	10899.9	12424.4	12373.7	12055.1
M4K4_HUMAN	100419	98783.7	109514	99476.5	106393	102767	97699.5	99038.8	99727.4	100822	101570	104052	101881	97101.1	98353.8	99572.8	98782.2	105779	93313.6	106437	99964.5	103136	107408	97540.3	100452	92125	99838.7	104751	108057	98723.1
M4K5_HUMAN	22968.2	19941.8	22650.1	21162.1	22380.8	22121.7	21966.6	21682.4	22817.8	21581.3	22987.2	22008.1	22738	22905.8	24289	24386.3	22701.1	23418.9	21639.7	25535.2	20996.2	23630.7	23396.4	24390.6	24615.8	22408.9	25702.6	21345.8	25398.3	25409.6
MA1A2_HUMAN	11728.3	9274.25	10769.7	9701.14	9890.71	10650.8	10486.4	10089.3	10755.3	9296.33	9136.99	12185.3	10229.7	8493.16	9786.63	8139.11	10912.7	10614.4	10336.6	10374.1	10356.3	9430.01	9645.88	10922.4	11690.8	9664.23	10019.2	11281.5	9676.71	9036.52
MA1B1_HUMAN	11362.5	12065.6	10669.9	11520	10348.1	10391.1	10863.2	11815.6	11210.4	11930	10223.9	11163	11083.5	10391.3	12166	10929.8	12267.1	10944.1	12513.5	10383.6	9839	10098	9613.42	11179.6	11421.1	11904.9	12712.9	11402.7	11322.2	11773.7
MA2A1_HUMAN	7344.85	6220.4	6728.33	5153.33	5061.71	5950.72	5567.42	6938.85	6587.79	5643.66	5332.63	6060.6	5209.54	5836.6	5476.47	6254.71	6485.42	5520.42	6246.88	6125.63	4360.29	5258.46	4696.35	4684.76	6966.02	6156.29	6575.68	5156.52	5837.83	5983.92
MA7D1_HUMAN	96951.5	91335.8	93008.6	88023.8	90809.1	86942.9	95866.9	105916	96538.5	102944	93997.1	103160	97551.4	92327.6	95730.5	90304.7	80975.1	91497.7	85925.5	72343.4	96835.8	90438.6	95579.1	104591	77407.1	105827	89530.3	94571.4	83107.1	87207.4
MA7D3_HUMAN	64168.3	60122	57579.4	64611.7	63513.9	57963.8	63173.9	63129.3	68251.1	63360.4	61319	66183.4	64063.6	65256.2	57136.7	75835.5	57238.4	59919	57958.6	50412.8	62070.2	64542.6	64141.4	65117.3	50714.8	68469	68759.4	67887	55964.6	64799.8
MACD1_HUMAN	8647.27	8415.4	10686.2	9050.05	9806.3	7288.17	7570.6	7850.68	9336.47	8077.66	7418.58	10689.3	8697.52	7048.77	12604	9221.78	8191.88	6457.96	9416.29	8733.19	10789.9	9219.84	8026.64	9846.61	9726.74	12369.7	10723.1	10187.7	7616.5	6916.31
MACF1_HUMAN	23323.4	24464.1	22590.7	22105.1	24569.4	24967.9	22959.4	20545.8	22279.1	24074	18607.2	22217	23977.7	22212.5	20292.4	21854.1	22650.2	20235.6	23026.6	22079.9	21421.4	20404.4	18737.8	19458.5	23017.4	21344.1	20917.6	21041.6	22261.3	24221.7
MACOI_HUMAN	3769.89	3913.05	5916.62	3697.78	3533.8	4312.35	3991.53	3152.4	4438.06	3626.69	3486.61	5374.97	4323.87	4537.96	5331.11	4309.05	4088.8	3410.68	5106.41	3744.94	5418.34	4152.03	5085.08	4147.98	6097.87	3921.48	3632.52	4250.78	3598.03	4055.73
MAD3_HUMAN	8067.06	6440.67	7319.03	6425.01	6532.29	6908.61	7630.13	6789.65	6410.68	6609.18	7331.64	5943.06	7175.03	7105.45	7212.32	6844.54	4469.91	6458.24	7893.62	6388.71	6428.52	6632.31	5613.21	3969.14	6454.13	7396.21	8960.29	6137.4	6256.66	5482.09
MADD_HUMAN	3186.17	4024.5	3479.2	3842.59	4537.71	3567.1	3081.26	3855.15	3992.09	3855.62	3039.78	3540.59	3471.01	4198.57	4638.4	3180.58	3270.86	4080.53	3714.33	4526.64	4462.44	3809.42	3931.49	3624.52	4010.54	4134.24	4344.55	3966.14	4634.52	3515.08
MAEA_HUMAN	8481.8	9169.15	9202.3	9615.4	8568.96	7739.23	8766.47	8460.8	8168.72	8208.71	7647.12	9464.86	8913.22	8995.33	9417.61	8654.26	8250.08	8914.55	7927.93	7613.01	8581.62	7990.76	8712.56	9635.31	7788.71	8432.02	7413.54	8470.57	8348.5	7657.02
MAFF_HUMAN	8261.19	9931.64	9762.58	8211.29	6681.06	4788.43	7051.93	7865.64	5795.96	7242.79	6001.39	5870.92	8875.42	8182.06	6646.23	7305.57	5472.83	5537.32	7253.39	3412.08	6446.93	5566.23	5211.8	6028.01	6351.31	6786.44	5568.5	8675.51	5648.47	4374.91
MAFG_HUMAN	74703.1	70143.4	69764	65002.8	66790.7	60202.8	72775	66761.8	73242.4	63931.3	66378.6	71267.8	71417.1	75885.8	62998.3	74347.6	51063.6	54354.5	64688.7	48264.6	61260.9	62662.7	61304.8	66142.7	57239.2	75237.5	65581	69232.9	55182.4	54539.9
MAFK_HUMAN	2936.45	1901.35	1442.11	2042.47	1883.01	2280.41	1787.1	1664.87	1218.35	1017.27	1856.68	1283.93	2727.68	2590.32	2787.85	2368.74	1852.34	2241.61	2016.51	1366.15	2256.5	2076.85	2597.99	3522.55	1544.67	3503.47	2917.24	2996.18	2268.95	1539.4
MAGA2_HUMAN	1377.72	2199.74	2089.71	3072.46	2665.28	1786.38	NA	1880.86	NA	NA	2261.57	1928.83	2454.9	3073.71	1834.18	NA	NA	1995.38	2133.53	1832.53	1889.79	1880.66	2467.89	2252.52	1399.11	NA	2461.53	2495.16	1381.11	2035.41
MAGD1_HUMAN	8076.93	7700.26	6490.98	8122.54	7055.28	7634.8	5856.47	7486.34	6726.17	6285.44	4972.4	7293.19	7072.36	7301.76	7824.48	5186.62	7018.91	7903.01	8856.99	7642.55	8109.01	5668.04	7203.99	7582.94	7180.13	5213.47	4926.6	6910.78	7147.82	8021.15
MAGD2_HUMAN	27302.3	27298.6	24523.5	25963.1	24136.5	23458.3	27299	23885.3	24948.5	24400	21322.2	24142	25841.3	21731.3	24588.9	24543.7	24155.9	21920.5	25548	22552	21075.3	19492.4	19372.8	20649.1	26058.9	28226.6	19816.2	20600.8	22220.4	21350.4
MAGD4_HUMAN	29943.6	28929.9	27622.3	29236.1	27881	28099.6	27435.7	28643.9	32054.5	30572.1	27960.9	27794.4	25318.1	26916.9	27714.9	22370	28070.8	28383	27255.4	24955.2	23012.7	27415.3	25231.8	25257.7	29708.6	27135.3	25804.8	26504.6	25299.7	24612.1
MAGI1_HUMAN	23576.3	23174.5	22688.6	23063	23772.3	24158.4	23890.1	24310.7	25017.4	23767	24193.5	24752	22953.6	21033.2	19910	25375	22661.1	22168.6	21492.4	22337.9	20401.2	22474	23175	22497.3	21198.5	23250.6	24359.9	22706.9	24034.1	24892
MAGL2_HUMAN	38932.6	42950.2	42798.9	26384.7	29444.5	28463.2	37786.6	28907.7	19366.3	25021.8	20851.9	24884.5	39508.6	46729.4	32172.5	24321.3	20444.5	19470.9	36848.3	14476.6	23300.9	17515.6	20613	25486.4	36629.4	37765.2	17923	35102.9	19177	16534.6
MAGT1_HUMAN	108245	94223.7	85977.5	91080	85894.6	98146.8	98935.4	100725	107065	92032.3	84804.6	94517.2	86950.9	99314.9	79385.8	109219	102091	91867.2	96634.2	91376	85125.5	100419	86915.1	81179.8	105443	104238	109271	92546.2	103487	92793.4
MAIP1_HUMAN	3149.88	2013.78	2335.45	1870.18	1365.03	2836.69	2948.12	2457.6	2295.98	2592.96	2042.66	1648.7	2792.27	2041.63	2446.03	3528.99	2696.44	1726.41	2707.19	2457.88	1294.86	1806.73	1645.25	623.795	2372.89	2884.8	2633.51	2742.73	2657.02	2362.48
MAK16_HUMAN	71504.5	75366.9	68593.5	70215.1	64986.3	73227.3	70504.9	77899.5	70682.2	70571.5	77310	76518.8	72304.5	80347	71672.8	74384.5	77198.4	80150.5	73173.3	76168.6	70714.6	68315.2	73562.5	72117.6	72712.2	71944.8	70469.8	76845.9	74086.1	72394.6
MAML1_HUMAN	3727.29	2730.64	2915.61	2139.5	2626.46	2114.55	3201.93	1614.14	1711.09	1764.05	1634.28	1977.97	1993.02	2841.76	2723.76	NA	2119.14	2019.43	2686	2156.46	NA	1957.89	2439.98	2033.28	3106.99	2947.58	3241.87	2209.52	2657.9	2366.86
MAN1_HUMAN	33609.9	36916.3	32768.4	29130.3	31204.8	30280.4	30833.1	33815.3	36921.3	30384.6	28423.1	33545.2	31764.8	32023.4	35991.4	35587.1	32474.1	32296	34883.5	33619.5	30659	34318.1	30960.3	30543.8	35104.8	34349.8	33844.6	31316.9	38539.2	32893.3
MANF_HUMAN	745154	713601	685409	543929	559758	458665	505061	369643	230671	350163	304502	308301	764712	717083	704033	359704	360166	369130	701046	295335	429526	248172	392831	399915	597034	840697	463709	584335	428056	277869
MAOM_HUMAN	22702.1	24643.9	28166.9	29754.6	22446.2	18880.9	31634.5	20176.8	23308.6	28435.2	19265.5	21931.2	32173.5	25883.4	22714.7	20880.6	24749	21282.9	30588.7	22646.6	23774.9	21151.8	22682.2	24056.8	25696.8	28005.5	22050.6	28632.4	16664.8	19836.6
MAP11_HUMAN	231251	262496	230223	227192	257244	263820	246241	271428	250056	251678	258521	273238	258414	250624	242335	227190	247568	279338	235235	253382	274041	277637	294912	269440	219486	237418	237058	244980	228185	232824
MAP1A_HUMAN	29012.8	29133.9	30058.7	27753.2	28793.9	26177	26408.9	29910.4	26825.8	27318.7	27914.6	27475	28742.5	30328.1	26936.7	27345	25703.2	26858.7	26074.6	26267	28008.9	27917.6	28501.7	29309	25389.5	27588.8	26552.9	28464.8	25228.6	26833.6
MAP1B_HUMAN	125465	122590	125180	126455	128202	122355	125056	131057	128178	132810	134306	129260	124735	132957	121730	131756	122500	129384	120890	122006	129928	136231	135421	141006	119215	130262	130403	132871	124717	133252
MAP1S_HUMAN	53928.1	52072.4	54265.4	50124.6	53424.2	53597.1	50940.9	52125.1	50754.7	50968.1	56179.8	52744.8	53995.9	56940.1	55061.7	53562.7	53757.2	57854.6	53220.7	56618.9	54173.9	55143.2	56164.8	54816.7	52291.2	51746.2	55099.5	55070.3	53669.8	56191.1
MAP2_HUMAN	51394.2	56736	55137.1	50039.1	54049.2	46647.9	50548.2	44096.5	55844.6	48681.3	55159.6	54030.7	55311.3	49263.3	58374.7	50596.2	49607.8	53693.7	48697	48672.4	64387.5	53413	56053.1	59333.8	54092.8	55987.7	45530.4	51859.5	44452.7	50977.1
MAP4_HUMAN	521233	511672	446307	582191	572902	492471	556531	487525	540817	505423	508510	514638	473589	519657	408547	620237	454645	444337	487125	387861	398618	480149	500916	494849	437990	541128	676960	560147	472001	505983
MAP9_HUMAN	2168	2827.55	2632.18	3692.65	3643.65	4322.91	3180.44	4362.86	2941.79	3229.33	3379.3	3525.65	3550.6	3471.9	2598.81	4161.72	3617.35	3567.72	3466.14	2879.98	2468.54	3997.55	3640.75	2195.9	2870.31	4770.75	5147.26	3034.35	3813.16	4198.29
MARCS_HUMAN	11652.3	9060.43	10042.8	11448.8	7156.97	7483.8	9561.78	3755.47	4571.43	7021.32	4811.9	2287.87	9920.89	7688.06	4365.08	5443.42	8679.42	3339.32	14002.2	5639.69	5006.41	3796.51	4481.98	4518.19	10852.6	15554.5	5060.91	6131.62	4784.07	5804.18
MARE1_HUMAN	98576	99302.9	95686.5	84244.8	89345.8	73821.9	99099.3	68947.1	62504.8	68058.5	58986.5	65828.8	110100	87119.6	109734	79306.4	76950.8	81777.3	94091	67817.4	97444.8	60072.6	77000.2	70106.5	86690.4	111706	73767.2	80669.8	64998.9	61365.5
MARE2_HUMAN	11400.8	10744	12525.1	11113	11979.7	8846.48	12435.1	9486.86	12208.2	8750.37	9548.33	11020.9	13364.4	9630.38	13270.2	10477.6	10855.4	11311.1	10591.4	9226.74	12553.7	9730.85	8367.81	11276	12171.3	12013.1	6794.45	8477.23	9492.09	8813.31
MARF1_HUMAN	10027.8	9922.78	9383.18	10615.5	9410.19	10429.4	9859.31	10043.4	9583.73	9747.84	9594.44	8789.82	8783.95	7067.53	7775.63	8858.3	10551.3	9298.63	9907.31	9092.69	8541.07	8345.96	8878.77	8529.39	8654.96	8762.5	9757.29	9262.9	10105.9	8776.79
MARK2_HUMAN	16510.4	14751.3	14642.5	13263.2	14345.9	13650.2	13857.8	12185.4	13121.6	12834.3	14612.1	12996.4	15065.3	15250.9	15874.3	13108.2	13003.2	12281.4	13592	14864.6	14194.5	14299	12382.5	13140.3	16476.3	14911.1	14195.1	14246.2	15771.2	14332.2
MARK3_HUMAN	27795.7	26074.9	26084.1	25785.5	28254.5	27619.7	25844.6	26032.5	29837.3	27487.3	24658.5	27025.3	27687.9	28477	27923.1	26270.4	25013.9	30237.8	27239.3	28628.3	31385.1	28232.2	27686.3	31961.1	31403.3	29552.8	30209.5	27384.4	30515.1	28185.1
MASU1_HUMAN	6897.27	5710.07	6777.51	6249.49	6637.09	5056.36	5798.36	6493.99	6459.52	5318.25	5153.02	5554.31	7406.44	5190.48	7227.08	4032.24	4816.46	5997.88	7206.83	5118.32	6283.78	5242.31	5047.56	4946.35	7180.54	5984.43	4728.4	5733.65	5431.33	4564.95
MAT1_HUMAN	60234.5	66780.8	64220.5	60496.1	59541.7	57735.5	61283.5	63751.5	55978.2	57613.4	56947.4	54875.7	66360.6	61798.4	60222.7	63497.1	62179.9	61799.8	62651.5	55928.3	57955.8	57591.8	57062.9	61908	56710.7	61922.8	58862.1	58374.9	52862	59809.8
MAT2B_HUMAN	2316.32	1637.16	3112.97	2726.49	3403.35	NA	2613.27	2161.8	1943.62	3427.47	1855.72	2545.66	4164.59	3346.24	2714.86	NA	3519.95	2037.68	4848.47	3589.95	3430.02	2567.03	3150.55	2318.34	3841.42	3285.94	2112.25	4655.08	2588.78	2626.5
MATR3_HUMAN	927975	895852	906996	864834	849835	882885	850696	902636	887541	850716	888994	860936	859389	891709	892645	887732	868244	864559	847797	849672	835512	829140	828456	858542	929341	863641	860205	903191	884691	897208
MAVS_HUMAN	8608.12	6348.98	6806.85	6004.43	4518.14	5379.29	6153.3	4688.43	6186.34	7330.2	4325.78	3487.14	6645.58	4948.03	4712.63	4695.94	6686.96	3020.53	6289.65	5903.9	2408.52	3963.18	3405.19	NA	10314.3	9183.52	5776.72	5079.59	5400.14	6599.85
MAX_HUMAN	84318.8	72791.9	55017.9	91653.8	78314.5	81987.9	96422.3	70124.9	81448.8	80378.9	89224.2	82844.4	55971.5	63187.2	57701.5	93844.2	70815.4	75406.3	67505.4	67404.7	58789.4	83478.1	79472.7	77663	62896	88755.3	121834	86933.9	83730.2	89619.2
MAZ_HUMAN	144196	141424	130537	147933	150920	137908	156591	150119	137914	131452	133953	139241	141602	153015	131090	156162	126006	117272	136667	114480	124344	133391	147355	138318	121412	149540	137637	140894	130974	131126
MB12A_HUMAN	5785.78	7936.34	6344.34	5894.44	7483.85	5168.03	7974.62	7548.97	5580.43	7936.3	6401.84	7932.9	7451.73	7472.41	6905.7	6561.08	7600.69	7045.2	7460.59	6894.38	8280.37	6836.8	8025.07	8092.39	7500.51	7120.38	8668.58	6941.76	4783.66	8033.43
MBB1A_HUMAN	159488	167726	182100	164976	170294	163608	154416	161778	167071	172805	193002	166133	159930	164812	165187	163906	160013	167154	155106	179164	146073	168124	166005	152477	163929	144630	153513	166541	169081	172279
MBD1_HUMAN	50481.6	47778.7	40474.6	46435.5	45717.9	51493.4	47002.4	46766.3	43607.3	44497	44056.5	41276.4	45809.5	45174.3	39022.8	53754.1	45425.2	47730.8	48405.9	42479.2	43063.7	47379	44113.9	47315.7	48049.4	52544.6	46646.5	43380.9	45679.2	45620.7
MBD2_HUMAN	95120.1	81226.3	81159.5	75635.7	71018.2	70011.6	77533.7	77602.6	60455.1	75243.3	69635.8	70347.7	80720	92851.7	83833.8	77363.7	71637	68107.1	84590.9	55307.3	73857.6	58351.3	69798.6	78741	78060.3	102330	77921.3	84841	70636.3	66659.4
MBD3_HUMAN	136358	127738	106158	117296	103457	110676	128532	133687	108126	121884	100620	124804	116091	136160	118495	122917	100479	105756	123512	92293.4	98970.2	97611.6	104684	115187	110551	154170	130148	125335	107167	110736
MBD4_HUMAN	7377.83	6983.78	7993.79	6174.78	7792.13	6703.89	8340.74	7448.53	7406.55	7144.53	8294.96	6907.43	9536.31	10096.3	8476.12	9116.19	9501.12	10198.1	8743.8	9085.29	6905.71	10325.2	9138.92	8410.22	9834.84	7468.44	9812.59	8790.93	8859.52	9993.16
MBIP1_HUMAN	19240.1	20785.8	18554.7	16825.9	16572	22347.9	17775.9	22894.8	15386.3	18965.4	15648	17562.7	20845.5	15438	18495.5	19694.4	22184.3	17926.3	19763.9	21785.9	14233.5	16933.9	15297.9	13007.2	21043.9	23077.8	20404.3	16910.4	20855.6	19800.7
MBNL1_HUMAN	149215	144230	149273	106350	115710	97999.3	99591.1	97858.3	76347	85612.2	82686.4	75837.7	148280	159406	133626	85730.7	92980.6	96098.8	133481	83586.1	83871.2	74117.4	87972.7	94331.7	141565	167914	88674.6	119196	97455.3	75441.6
MBNL3_HUMAN	11700.2	12286.1	14475.6	11031.9	11367.9	11200.7	10261.8	9698.55	10562.9	9689.01	12998.1	9912.22	14561.1	12132.6	10073.3	12136.1	12955.4	12232.3	11323.1	11377.8	10389.2	10398.2	10805.4	8550.04	13194.8	13623.3	12489.5	11932.9	13495.8	10170.5
MBOA7_HUMAN	13552.9	16171.3	12558	14437.4	13481.3	16094.2	12777.7	16571.4	14139.9	13219.4	11413.1	14879.1	12054.4	15084.6	17314.7	13861	17066.7	16280.4	16925.5	14903.9	10020.8	14376.1	11103.5	11336.5	15618.6	15504.4	19712.4	12287.8	16960.1	14909.9
MBTD1_HUMAN	28491.3	29528	27896.4	27903.9	27431.7	30625	27921.4	34507.7	27637.2	28816.2	28653.1	31632.2	27164.3	29764.7	27121.2	27692.2	30972.4	31279.1	28396.1	29396.4	29719	28646.1	26410.5	28526.1	26602.6	28545.9	31424.3	29302.1	26282.1	27563.5
MCA3_HUMAN	44452.1	53332.4	46784.8	41628.2	42531.1	42826.4	48216.2	39873.2	43613.5	41614.3	37818.9	39605.9	49215.2	45396.5	43790.1	41102.7	43106.4	44103.6	48003.8	43397.1	40090.8	38056.2	39196.5	34165.6	46568.4	50355.2	42289	35353	41345	40041.1
MCAF1_HUMAN	34417.7	32793.7	33352.7	34631.5	29719.8	31992.5	34334.2	37478.5	32150.4	36244	32138.9	30657.2	30005.4	33133.2	28900	31871.5	30956.8	29312.1	34820.7	28635.3	28508.8	26954.8	28876.1	28391.1	29471	36197.9	29527.2	30008.6	30302.2	29762.8
MCCA_HUMAN	6176.65	4270.22	6259.93	5455.37	3985.41	3236.67	7168.68	4117	7285.53	4991.97	4494.25	5234.24	7634.39	4207.62	3957.07	3212.61	5596.16	5346.04	4220.58	NA	5492.38	4136.94	1867.47	5091.89	6216.99	7450.91	2490.53	5092.37	1978.03	4612.1
MCCB_HUMAN	11655.5	11212	12414.8	13402.7	10844.8	9967.37	14126.5	9029.69	9719.53	11862.9	8771.9	9133.42	15650.8	10414.6	11708.3	7643.64	10703.6	10240.3	13357	9928.36	10734.1	8431.74	8799.49	9608.34	12201.9	14815.1	7183.63	11574.6	8358.93	9917.9
MCE1_HUMAN	35712.4	34837.6	38870.8	37242.8	39364.6	36183.7	35529.4	35102.8	35231	36012.9	36555.9	36428.2	39662.6	39141.6	41254.5	35489.6	34797.1	40590.4	37092	38271.3	37607.5	38509.1	38402	37437.3	37598.1	34966.2	37520.5	38049.8	38660.5	35863.4
MCES_HUMAN	268747	252777	276604	290874	285243	270528	269490	274859	237665	280467	299967	250346	292887	264883	282033	232371	274649	277103	257034	269238	281756	255039	271360	258299	273207	243968	231087	271996	232724	257275
MCL1_HUMAN	6615.43	5015.64	5172.11	4346.34	3391.7	5021.94	5337.33	4913.66	4810.9	3181.74	2988.12	3318.15	5092.8	4563.97	3949.83	4044.79	4044.54	2882.96	5216.4	NA	2427.88	3222.94	1826.66	3480.35	3896.58	6077.2	3343.9	4644.1	3604.49	3863.73
MCM10_HUMAN	23872.1	24055.2	25328.2	21143.8	23752.9	22274.1	23027.8	22878.5	22336.9	23111.2	28866.9	25269.3	27107.1	24937.8	27017.8	23201.8	24804.2	26928.3	26485	28298.4	27650.4	28166.7	28939.1	27215.8	26867	25544.6	26694.3	27773	27226.4	27684.2
MCM2_HUMAN	224749	259959	269574	285502	283623	260696	279584	224443	257490	269218	240833	266024	280986	239248	281484	222667	289188	279331	276990	287216	280164	268369	270975	235810	265253	250985	255564	275297	272417	242398
MCM3_HUMAN	277239	316095	327427	344828	341344	317825	336295	283895	320262	326142	304905	318081	345926	320011	338222	292470	335404	337458	339166	342293	329433	324902	330378	299082	331670	305877	329491	348627	328848	302222
MCM4_HUMAN	179881	208274	211228	217295	218596	204829	213247	177430	194206	202631	189498	201940	219358	185162	212547	177843	221395	217226	219510	221352	218725	207512	207659	184681	207975	194856	206545	214572	205942	185710
MCM5_HUMAN	301482	328475	332992	349981	343996	320371	343625	279387	313342	315488	308973	318433	350658	311924	353388	305821	337453	344795	345430	348077	364337	330564	329694	309088	341521	317652	322615	344015	336748	307837
MCM6_HUMAN	166518	185265	186258	200261	198625	182056	197099	155841	175477	186313	175237	177575	200868	175014	195645	163179	200878	194082	199768	202605	189258	182736	185960	159825	190608	189890	187275	196124	189827	168159
MCM7_HUMAN	238829	275306	292365	294678	304716	274163	278015	231302	267332	273384	258562	292746	299527	281437	318163	245822	294995	311209	293894	302209	330093	287886	305025	272099	286450	258457	288287	320007	286754	256870
MCM8_HUMAN	7721.07	7472.27	8441.44	8180.19	7271.76	8174.19	7826.14	7808.06	7763.52	7929.36	8575.22	8845.3	8538.3	8593.14	8507.31	8360.9	7001.91	8779.68	8000.84	8176.43	8952.91	8207.13	8572.5	8342.7	8773.55	7330.15	8282.7	8061.4	7700.38	8881.33
MCM9_HUMAN	5356.21	6690.79	6866.97	6631.6	7189.91	5559.55	4397.03	4837.45	7646.68	5724.52	5558.03	6594.17	5284.81	6024.21	5975.72	5493.35	6453.14	5540.55	6874.1	7630.26	5787.93	4729.49	4357.7	6679.32	5957.16	6990.38	8235.13	6236.42	6176.04	5023.35
MCMBP_HUMAN	9848.3	8237.29	9294.53	9686.81	7774.18	7822.27	9507.4	7792.69	8049.17	8755.84	7399.16	9009.95	10605.1	10450.1	9134.52	7997.54	9670.96	9005.85	10888.6	9558.98	9639.86	8496.35	7982.68	8935.2	10222.8	9631.99	7951.56	9567.85	8811.5	8494.68
MCPH1_HUMAN	11850.9	12052.2	10968.1	11086.1	12662.9	14927.2	12465.7	14816.3	13012	12157.6	12486	12302.8	15356	15589.1	13381.3	13963	12278.9	14395.7	15294.4	14109.5	12272.4	13179.6	13466.9	14305.7	15024.3	11784.7	12677.9	12775.4	17125.4	14612.7
MCRI1_HUMAN	61633.7	66130.2	68407.8	30874.7	38299.2	27207.1	29066.6	22732.9	11517.9	19691.8	17108.7	18013.7	73112.5	75552.6	62402.7	17709.3	25497.5	21809.7	74548.9	16892.7	23276.4	17118.4	24988.3	23853.9	54011.6	77859.7	28749.7	39968.3	35963.7	16195.8
MCRS1_HUMAN	26576.3	24619.5	24024.9	22068.9	24098.9	23328.3	24323.3	24445.3	23743.5	25966.5	25103.7	26470.9	22642.4	25981.4	24330.9	25091.9	27073.2	24425.6	24615.5	25515.7	22138.6	25125.2	25089	24029.3	25134.4	24038.2	24318	23787.3	24780.1	25756.5
MCTS1_HUMAN	158005	161112	157005	141244	160256	135764	139139	133057	120044	127637	131539	128257	163325	171892	158341	124004	146498	149323	156688	136740	151950	134329	139956	143280	147292	166150	127138	149651	119320	128788
MCUB_HUMAN	NA	1664.89	1859.22	895.214	1144.46	NA	1352.27	1934.54	1281.23	1510.05	NA	1889.68	753.051	1920.84	1083.6	783.769	1473.59	NA	NA	1770.51	NA	1946.97	NA	1021.17	2681.81	1964.83	981.515	1609.4	1575.46	1753.96
